ID	target	implied_statement
897626635415015428	antifa	Antifa is aggressive.
900944341257944960	Immigrants	Immigrants are savages and intolerant
817149744007049216	white handicapped people	White handicapped people are attacked.
804685403303256069	Minorities	Minorities are subpar races
816444115936313344	Conservative males	Conservative males are weak and effeminate
829001596747014144	not specified	the group are the enemies.
871249102775779329	Whites	Whites are racist.
875477556652371840	young, unemployed people	GROUP is lazy and doesn't do anything valuable.
917147217957314560	immigrants	Immigrants shouldn't be allowed in the country.
225883495967375361	africans	africans are rapists
944065343521214464	Immigrants	Immigrants should be deported
808870176401854464	Minorities	Minorities are less than whites
902613581174321152	Blacks	Blacks are separatists
733799661123850240	Muslims	Muslims are decadent
713799034683711488	Muslims	Muslims have a high fertility rate.
927650750733447169	white people	White people are dangerous.
822569004120342531	White people	White people are racist
487352298230648832	Illegal aliens	Illegal aliens don't belong in America.
944526000000000000	Immigrants and refugees	Implying these people are criminals, lazy and a lot of bad stuff.
816643754371076096	Hinduists	Hinduists should die
928351159974289408	non-white people	non-white people are incompatible with European culture
738525712370401280	Immigrants	Immigrants should be imprisoned
529799380300070912	black people	Black people shouldn't be given priveledges.
916548687479955456	white people	White people are important.
889433556438667264	Arabians	Arabians are rapists.
539451477602086913	white people	White people are becoming the minority.
440303602876571648	Muslims	Muslims are dangerous.
914847987196719105	People of color	People of color are allowed to be racists
915357342291697664	Minorities	Minorities are helpless and weak
899785842692157440	non-white people	non-white people are inferior
893181008958431232	white people	white people founded America by themselves.
451527340938780673	Muslims	Muslims are in support of jihad
644659962770145280	white people	White people should stick together.
535101716468101120	immigrants	immigrants are a threat to the country.
887343599079354240	Not specified	the group are beasts.
782250790752845824	Blacks	Blacks perpetuate special privilege.
658389552340537344	Muslims	Muslims are killers
789037382821490688	Conservatives	Conservatives are cucks
889282774359838720	white people	White people are supremacists.
553329200401117185	black people	Black people are thugs.
689150465624244225	White conservatives	White conservative are weak and ineffectual.
937152830653288448	Progressives	Progressives are against white culture.
888121893101813760	Muslims	Muslims are not smart
412317204043292673	white people	White people should stay the main race.
849301494071517184	Muslims	Muslims believe in murdering non-muslims
797070133747322884	Blacks	Blacks are violent and aggressive.
855071475631624320	Immigrants	Immigrants are violent
726912879828439040	Immigrants	Immigrants are in the same class as criminals
645370268811141120	black people	Black people don't like white people.
910238563123564546	Minorities	Minorities kill out white culture
636931540467888128	Democrats	Democrats wants to take guns away from people.
888848150408167424	Muslims	Muslims are dangerous
272053853212528640	Blacks	Blacks are violent criminals
889558000000000000	Women	Women should know their place better
907126786428780544	Whites	Whites are too nice
96272911433871360	immigrants	Immigrants are stealing jobs from americans
937952589454249984	Minorities	Minorities have ruined America.
863952637888258048	black people	Black people attack white people.
917803943765274625	Muslim immigrants	Muslim immigrants are cowards
943634656561434624	Black folks	Black people are stupid
945419616863453184	Blacks	Blacks are given special treatment
809218625081110528	Anti-whites	Anti-whites are sad.
912112223975329792	black people	Black people are never charged for crimes.
332133179098030082	white women	white women are raped and murdered
557188088883994624	Minorities	Minorities are lower races.
522405147818094593	Islamic people	Islamic people are killers.
741934708741676928	immigrants	Immigrants are uncivilized
864266515457097728	Immigrants	Immigrants should be deported
754735263272820608	Black people	Black people ask for too many rights
904171768906002432	Black people	Black people have low IQ
825931514722603008	Muslims, liberals, protesters	Protesters will get deported
683020485756600320	white people	White people are dying out.
161531954976653312	Jews	Jews aren't real.
859390399399571456	Minorities	Minorities are self-serving.
742391802142072832	Muslims	Muslims are violent
871646062280192002	Europeans	Europeans are not masculine
854187179182096386	Minorities	Minorities are ineffectual and unskilled.
897626912163541120	Immigrants	Immigrants are not able to take jobs.
922946006118830081	white people	White people should be proud.
898220191116558337	Muslims	Muslims practice slavery.
908859034219843584	non-white people	non-white people are inferior
633078889057652736	Gays	Gays are evil
936410731725053957	whites	anti white discrimination
931590051674411008	Blacks	Blacks are dangerous
662106251099308032	Black folks	Black people are animals
839249702176579584	Immigrants	Immigrants have to be deported
811954811893596160	Not specified	the group are savages.
711439552544690176	non-white people	non-white people dilute the white gene pool
615761365270052864	Minorities	Minorities are second class citizens
819475602637930497	white people	White people usually don't get along.
831530223355113475	Muslims	Muslims preach violence against Jews
905930022547996672	White people	White people are not allowed to fend for themselves
925172778038452224	Minorities	Minorities are less than whites
889225314236194816	Immigrants	Immigrants should be killed
481445697925824512	Muslims	Muslims are threatening.
870424366223204352	white people	White people fight.
873736033497755649	muslims	muslims hate America
917156784170704896	Blacks	Blacks are bigoted
636698659602722817	white lives matter protesters	White Lives Matter protesters are racists.
925511442220158976	white people	White people help states.
916417285245603841	white people	White people are being oppressed.
215969913020489728	Whites	Whites are racists
929503145721516032	Progressives	Progressives are sick and twisted.
799827984878170112	No specific group	See above
831399511637516288	Jews	Jews are not white.
851833638731776001	Illegal immigrants	Illegal immigrants are violent criminals
717096875199836160	non-white people	non-white people are inferior
689502052561526784	Conservatives	Conservatives hate whites
826831071975190529	Blacks	Blacks destroy their own countries
920437112545136640	Blacks	Blacks are hypocrites
719780088720396288	White people	White people are cucks
